,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,class,subject,trial
146,-1.452459,-1.009515,0.081284,-0.014619,-0.531049,0.290727,dws,1,2
147,-1.979441,-1.110548,-0.036567,0.0864429999999999,-0.667844,0.111343,dws,1,2
148,-2.338226,-1.135151,-0.23239,0.143976,-0.7018770000000001,0.038247,dws,1,2
149,-2.428054,-0.977154,-0.504548,0.188525,-0.707921,-0.066101,dws,1,2
150,-2.118591,-0.2943679999999999,-1.0245540000000002,0.346983,-0.394894,-0.065049,dws,1,2
151,-1.643603,0.424166,-1.304167,0.2302719999999999,0.091019,-0.159989,dws,1,2
152,-1.119891,0.557088,-0.9000959999999999,0.12627,0.3771989999999999,-0.1243099999999999,dws,1,2
153,-0.488409,-0.8320200000000001,-0.119444,0.032521,0.6460100000000001,-0.18705,dws,1,2
154,-0.325914,-1.765321,0.30163,0.232038,0.236275,-0.166738,dws,1,2
155,-0.4375989999999999,-1.094295,0.422836,0.213625,-0.010915,-0.194107,dws,1,2
156,-0.726969,-0.057343,0.563695,-0.020677,-0.216402,-0.037476,dws,1,2
157,-1.00479,-0.2010569999999999,0.5138689999999999,-0.151251,-0.101248,0.028617,dws,1,2
158,-0.951514,-0.179133,0.312316,-0.237539,-0.051834,0.032786,dws,1,2
159,-0.683347,0.758717,-0.021366,-0.525147,0.546674,0.188408,dws,1,2
160,-0.277546,1.229796,0.368629,-0.537532,0.5071760000000001,0.140844,dws,1,2
161,-0.172926,0.639791,0.238725,-0.412891,0.384756,0.062736,dws,1,2
162,0.009641,0.236092,-0.195317,-0.143985,0.379786,-0.130136,dws,1,2
163,-0.335179,0.7630279999999999,-0.335134,0.091362,0.7488739999999999,-0.007515,dws,1,2
164,-0.4815399999999999,1.235506,0.183463,0.231942,0.808968,0.228371,dws,1,2
165,0.307353,1.517856,1.083781,0.618186,0.251793,0.391509,dws,1,2
166,0.812615,1.041655,1.184061,0.645354,-0.068347,-0.106541,dws,1,2
167,0.009954,0.314259,0.768121,0.3437159999999999,-0.160455,-0.129898,dws,1,2
168,-0.252005,-0.566925,0.247196,0.090796,-0.176305,0.171201,dws,1,2
169,-0.089983,-1.178646,-0.095924,-0.04347,-0.062357,0.264242,dws,1,2
170,-0.369079,-1.351299,-0.366844,0.0178,-0.135741,0.189937,dws,1,2
171,-0.8619620000000001,-1.1120139999999998,-0.371662,0.051788,-0.221826,0.068703,dws,1,2
172,-0.999905,-0.588958,-0.253655,0.101974,-0.164294,-0.119896,dws,1,2
173,-0.930254,-0.128563,-0.096729,0.173282,0.103225,-0.208052,dws,1,2
174,-0.409921,0.4283949999999999,0.296093,0.381446,0.195009,-0.2864219999999999,dws,1,2
175,0.359698,0.176002,0.674601,0.350829,0.027407,-0.294544,dws,1,2
176,1.286627,-0.5039859999999999,0.755655,0.1028579999999999,-0.173035,-0.1668339999999999,dws,1,2
177,1.7225830000000002,-0.971529,0.616157,-0.097776,-0.2321369999999999,-0.2282429999999999,dws,1,2
178,1.413554,-0.591676,0.197973,-0.133621,-0.2918969999999999,-0.233077,dws,1,2
179,0.794856,0.629951,-0.269385,-0.053617,-0.392584,0.012452,dws,1,2
180,0.590312,1.526088,-0.152322,0.107294,-0.422299,0.285514,dws,1,2
181,1.008135,0.930557,0.294672,0.215547,-0.1851539999999999,0.391003,dws,1,2
182,2.614576,-1.117796,0.457001,0.274209,0.057375,0.332303,dws,1,2
183,3.985227,-1.991132,1.085126,0.432818,0.522366,0.164831,dws,1,2
184,3.788671,-1.926793,1.681875,0.228452,0.727241,0.039883,dws,1,2
185,3.0079130000000003,-2.395719,1.87678,0.0982,0.605344,0.163975,dws,1,2
186,2.422225,-3.40245,1.331322,-0.12961,0.336791,0.463289,dws,1,2
187,2.0549150000000003,-3.10575,0.979068,-0.260444,-0.018696,0.543932,dws,1,2
188,1.123573,-1.630559,0.775187,-0.343232,-0.079953,0.015105,dws,1,2
189,-0.243396,-0.293256,0.267202,-0.3281719999999999,0.145402,-0.0875929999999999,dws,1,2
190,-1.411143,-0.364198,-0.159607,-0.220662,0.125263,-0.044856,dws,1,2
191,-2.201014,-0.464706,-0.181018,-0.108274,-0.116683,0.045605,dws,1,2
192,-2.753555,-0.6938810000000001,-0.199539,-0.060198,-0.398924,0.038805,dws,1,2
193,-2.798397,-0.634338,-0.132631,-0.014815,-0.550258,-0.024038,dws,1,2
194,-2.6116650000000003,-0.2425,0.0177219999999999,0.1101619999999999,-0.8322709999999999,-0.065823,dws,1,2
195,-2.541273,0.632128,-0.052341,0.189844,-0.758282,-0.096376,dws,1,2
196,-2.869465,1.253666,-0.952736,0.204308,-0.65663,-0.157381,dws,1,2
197,-3.632589,0.875775,-2.224494,-0.205033,0.030156,-0.313496,dws,1,2
198,-2.79843,0.902564,-1.921736,-0.463012,0.449603,-0.0652669999999999,dws,1,2
199,-0.799904,-0.291284,-0.5410590000000001,-0.516347,0.7195189999999999,-0.038023,dws,1,2
200,0.526971,-1.87314,-0.379144,0.283684,0.237193,-0.4101939999999999,dws,1,2
201,0.127932,-0.5057470000000001,-0.194608,0.35623,-0.1038369999999999,-0.3250429999999999,dws,1,2
202,-0.892548,2.712975,0.291931,0.056301,0.279209,0.079961,dws,1,2
203,-0.616939,3.250043,0.277144,-0.165676,0.443929,0.352351,dws,1,2
204,-0.8965280000000001,1.628602,0.808175,-0.475108,-0.008589,0.341466,dws,1,2
205,-1.086292,0.5381600000000001,0.87234,-0.032284,-0.280675,0.411413,dws,1,2
206,-0.930643,-0.170064,0.4256819999999999,0.080527,-0.238472,0.342501,dws,1,2
207,2.542277,0.331359,0.425797,0.4419439999999999,0.728937,-0.383083,dws,1,2
208,1.50791,1.6865849999999998,0.4745189999999999,0.480985,1.756675,-1.318502,dws,1,2
209,-0.912311,2.010705,0.903712,0.29434,0.8453229999999999,-0.269706,dws,1,2
210,-0.924821,1.092399,0.392055,-0.096006,-0.360696,0.614408,dws,1,2
211,-0.623291,0.054613,-0.083072,0.054429,-0.20622,0.123541,dws,1,2
212,0.098721,-0.431954,-0.507899,0.206362,0.002275,-0.139866,dws,1,2
213,-0.507775,-0.106691,-0.071376,0.48015,0.062999,-0.222761,dws,1,2
214,-0.383237,-0.022391,0.31715,0.348848,-0.221751,-0.090268,dws,1,2
215,0.332276,-0.50467,0.157192,0.3443,-0.2219969999999999,-0.0889139999999999,dws,1,2
216,0.054289,-0.107747,-0.027925,0.223351,-0.123047,-0.237378,dws,1,2
217,-0.094164,0.68158,-0.1549549999999999,0.252195,-0.228246,-0.003302,dws,1,2
218,0.399959,0.651463,0.021587,0.243044,-0.192525,0.0010019999999999,dws,1,2
219,0.934096,0.100002,0.269579,0.262454,-0.051176,-0.162841,dws,1,2
220,1.346912,-0.079634,0.345332,0.232411,-0.015108,-0.026275,dws,1,2
221,1.50608,-0.015285,0.365589,0.169381,-0.197656,0.2216489999999999,dws,1,2
222,2.091695,-0.44361,0.6778770000000001,0.001876,-0.235196,0.325461,dws,1,2
223,3.4429220000000003,-1.547313,1.1234959999999998,-0.157768,0.041506,0.061659,dws,1,2
224,5.015728,-3.146402,1.385427,-0.041811,0.447606,-0.165601,dws,1,2
225,4.495963,-3.634841,1.173051,0.18412,0.922394,-0.260613,dws,1,2
226,2.199614,-2.804543,0.65495,-0.062824,0.141692,0.33616,dws,1,2
227,1.53185,-1.432917,0.8130350000000001,-0.176774,-0.197573,0.193889,dws,1,2
228,1.284281,-0.741933,0.324379,-0.267206,-0.1983869999999999,0.3169909999999999,dws,1,2
229,0.2304719999999999,-0.6545340000000001,-0.371029,-0.3870659999999999,0.077489,0.1960339999999999,dws,1,2
230,-1.085172,-0.835684,-0.282778,-0.387011,0.108231,0.185313,dws,1,2
231,-2.268461,-1.105193,-0.057826,-0.300112,0.088341,0.119401,dws,1,2
232,-3.11882,-1.2305549999999998,0.061377,-0.050877,-0.4057989999999999,-0.151422,dws,1,2
233,-3.38041,-0.782193,0.317485,0.001213,-0.616101,-0.250001,dws,1,2
234,-3.00541,0.713611,0.7518859999999999,0.050765,-0.8929290000000001,-0.2122949999999999,dws,1,2
235,-3.021887,1.559382,0.51461,0.043341,-0.8254530000000001,-0.194346,dws,1,2
236,-3.3402199999999995,1.626319,-0.762088,-0.032636,-0.443539,-0.161013,dws,1,2
237,-3.588143,1.176627,-1.84108,-0.500513,0.26821,-0.37056,dws,1,2
238,-1.857404,0.829628,-1.281616,-0.419863,0.265793,-0.303086,dws,1,2
239,-0.131027,-0.503736,-0.738011,0.252965,0.106072,-0.110916,dws,1,2
240,0.543231,-1.022364,-0.2978699999999999,0.510533,-0.079891,0.130458,dws,1,2
241,0.3004679999999999,-0.054621,0.32624,0.36855,-0.070322,0.3017849999999999,dws,1,2
242,0.087754,0.963886,0.484751,-0.125416,0.226649,0.277345,dws,1,2
243,0.015019,-0.347944,0.400466,-0.609715,0.42643,-0.3165179999999999,dws,1,2
244,0.5201560000000001,-0.626066,0.250527,-0.37965,0.4763949999999999,-0.026309,dws,1,2
245,-0.525831,0.623202,0.166844,0.103583,0.515225,0.075333,dws,1,2
246,-0.65391,1.939978,0.785968,0.53722,0.369825,0.068766,dws,1,2
247,0.78767,2.02875,1.311875,0.303739,0.1335049999999999,-0.582285,dws,1,2
248,0.7925449999999999,1.295387,1.154752,0.199626,-0.033671,-0.135015,dws,1,2
249,0.14989,1.475086,0.464234,-0.114429,-0.124441,0.21886,dws,1,2
250,-0.447358,0.772949,-0.052853,-0.1106819999999999,-0.255773,0.330841,dws,1,2
251,-0.440187,0.19357,-0.091585,0.144939,-0.045988,-0.119664,dws,1,2
252,-0.584852,0.554029,-0.065283,0.4829229999999999,0.274499,-0.096192,dws,1,2
253,-0.573186,0.812702,-0.028145,0.4495409999999999,0.254858,0.0192889999999999,dws,1,2
254,-0.060108,0.167133,0.062792,0.357438,0.133399,0.1176869999999999,dws,1,2
255,0.682606,-0.22023,0.118682,0.023218,0.003196,-0.272566,dws,1,2
256,0.757638,-0.02294,0.000381,0.123575,0.109942,-0.2112409999999999,dws,1,2
257,1.0385799999999998,0.27443,-0.016197,0.145878,0.06035,-0.124174,dws,1,2
258,1.661906,0.111445,0.241534,0.11308,-0.127848,-0.007456,dws,1,2
259,2.879748,-0.357662,0.613837,0.0305779999999999,-0.123364,0.006918,dws,1,2
260,4.172772,-1.396235,0.54088,-0.07353,-0.051011,0.0176349999999999,dws,1,2
261,5.118947,-2.368031,0.319063,-0.148861,0.335965,-0.085223,dws,1,2
262,4.22189,-2.551367,0.324783,0.059462,0.6119359999999999,0.136238,dws,1,2
263,2.982682,-2.3429990000000003,0.173786,0.125781,0.454197,0.3951199999999999,dws,1,2
264,2.332985,-2.275036,-0.008164,0.01443,0.008493,0.456412,dws,1,2
265,1.912659,-1.562053,-0.2545,-0.219794,-0.175379,0.372507,dws,1,2
266,0.7554890000000001,-0.9023,-0.403365,-0.482778,-0.05765,0.1358589999999999,dws,1,2
267,-0.654618,-1.143161,-0.485545,-0.2570909999999999,0.034033,0.002825,dws,1,2
268,-1.789596,-0.893958,-0.283353,0.099506,-0.103242,-0.008824,dws,1,2
269,-2.859995,-0.386758,-0.186793,0.1070589999999999,-0.272125,-0.080249,dws,1,2
270,-3.354588,0.261288,-0.114167,0.08019,-0.484825,-0.056248,dws,1,2
271,-3.419133,0.932436,0.201784,0.0307959999999999,-0.6994239999999999,-0.040361,dws,1,2
272,-3.372637,1.405926,0.300847,-0.0008119999999999,-0.749003,-0.0501029999999999,dws,1,2
273,-3.667413,1.293985,-0.2202239999999999,0.003667,-0.565792,-0.094325,dws,1,2
274,-4.406404,0.137199,-1.468382,-0.234709,0.325993,-0.19215,dws,1,2
275,-3.699517,-0.546722,-1.810809,-0.341061,0.497296,-0.143986,dws,1,2
276,-1.066397,-1.410972,-0.288321,-0.331619,0.858066,0.076773,dws,1,2
277,0.637205,-1.4826469999999998,0.1744609999999999,0.389729,0.040625,-0.7469779999999999,dws,1,2
278,0.374532,0.682815,0.728531,0.388322,-0.152686,-0.751881,dws,1,2
279,-1.072899,3.687462000000001,1.041446,0.185634,-0.453876,0.091071,dws,1,2
280,-1.481901,3.936379,0.420838,-0.011783,-0.297736,0.403054,dws,1,2
281,-0.735745,1.451427,0.223068,-0.694752,-0.015326,0.7929189999999999,dws,1,2
282,0.757729,-1.332324,0.572489,-0.2631679999999999,0.131743,-0.1295069999999999,dws,1,2
283,2.119529,-1.193634,0.140647,0.0573929999999999,0.219628,-0.174248,dws,1,2
284,0.472225,1.178288,0.614279,0.334052,0.366623,-0.171112,dws,1,2
285,0.237862,2.981735,1.631551,0.77149,0.442537,-0.319771,dws,1,2
286,1.048774,2.039374,1.625604,0.584137,0.4430119999999999,-0.675501,dws,1,2
287,-0.262024,1.399092,0.645187,0.068981,0.259319,0.385244,dws,1,2
288,-0.6749689999999999,0.38308,-0.126584,-0.305122,0.022373,0.541199,dws,1,2
289,-0.125076,-0.344892,-0.239314,0.034832,0.04227,0.102102,dws,1,2
290,0.388423,-0.4131189999999999,-0.1395,0.305234,0.1767099999999999,-0.460323,dws,1,2
291,-0.100546,-0.037402,-0.166898,0.356919,0.078738,-0.1827109999999999,dws,1,2
292,0.057508,0.298306,-0.340344,0.245917,0.123088,-0.098559,dws,1,2
293,0.308082,-0.001678,-0.130974,0.250157,0.150082,-0.2501469999999999,dws,1,2
294,0.792692,-0.234225,0.060716,0.338669,0.064685,-0.296077,dws,1,2
295,1.156375,-0.485888,0.076397,0.2399219999999999,-0.012477,-0.2454829999999999,dws,1,2
296,1.363521,-0.2032769999999999,0.084959,0.164397,-0.142842,-0.140999,dws,1,2
297,1.635054,0.416735,0.110631,0.139342,-0.364773,0.0675159999999999,dws,1,2
298,2.24857,0.239696,0.162145,0.014028,-0.416872,0.227005,dws,1,2
299,3.034001,-1.327069,0.2166409999999999,-0.105742,-0.198293,0.3735449999999999,dws,1,2
300,4.154229,-2.268346,0.4702939999999999,-0.0468209999999999,0.1759109999999999,0.145749,dws,1,2
301,3.729712,-2.387624,0.5636220000000001,0.020035,0.4976859999999999,0.069464,dws,1,2
302,2.147012,-2.217278,0.362205,-0.00079,0.417664,0.322761,dws,1,2
303,0.950634,-1.33551,0.138006,-0.136089,-0.114428,0.3931739999999999,dws,1,2
304,0.581705,-0.8504379999999999,0.098488,-0.2352949999999999,-0.289785,0.266351,dws,1,2
305,-0.08885,-0.700277,-0.1082829999999999,-0.258297,-0.217217,0.239801,dws,1,2
306,-0.89717,-0.5136850000000001,-0.2487639999999999,-0.235416,-0.09116,0.180981,dws,1,2
307,-1.726161,-0.088761,-0.298896,-0.120498,-0.157328,0.129813,dws,1,2
308,-2.399303,-0.110768,-0.338821,-0.091535,-0.206251,0.082204,dws,1,2
309,-2.824764,0.260033,-0.257878,-0.079499,-0.301777,0.022008,dws,1,2
310,-3.250212,0.689092,-0.359676,-0.091059,-0.295,-0.123998,dws,1,2
311,-3.973618,0.1716599999999999,-0.871474,-0.152763,-0.051975,-0.342972,dws,1,2
312,-4.183475,-0.993041,-1.399149,-0.018511,0.143676,-0.441289,dws,1,2
313,-3.076527,-1.535026,-1.353335,0.259479,0.304855,-0.484621,dws,1,2
314,-1.065252,-0.420361,-0.265015,0.398654,0.6510130000000001,-0.336183,dws,1,2
315,0.246179,0.375391,0.730163,0.357456,0.497066,-0.54965,dws,1,2
316,0.235351,1.423341,1.341904,0.205972,-0.0156259999999999,-0.48953,dws,1,2
317,-1.494777,2.629125,1.27059,0.1809599999999999,-0.532048,0.043282,dws,1,2
318,-2.7513810000000003,2.257956,0.6096050000000001,-0.072723,-0.897174,0.440929,dws,1,2
319,-0.951782,0.268801,-0.611209,-0.698276,-0.519573,0.371154,dws,1,2
320,1.91581,-2.263207,-0.471498,-1.2679790000000002,0.110042,0.209126,dws,1,2
321,0.5347189999999999,-1.169675,-0.213354,-0.155993,0.145609,-0.136436,dws,1,2
322,-1.579766,0.829658,0.334403,0.803131,0.528145,0.469013,dws,1,2
323,-0.676765,2.657746,1.129921,0.803763,0.687715,0.463393,dws,1,2
324,0.38473,2.612846,1.580705,0.263489,0.329609,-0.466787,dws,1,2
325,0.318259,1.747227,1.259815,0.078009,0.132818,-0.088362,dws,1,2
326,-0.367842,0.950484,0.23696,-0.274161,-0.094776,0.39011,dws,1,2
327,-0.472422,-0.063276,-0.2997869999999999,-0.147374,-0.22544,0.328579,dws,1,2
328,-0.247384,-0.529796,-0.5123300000000001,0.079548,-0.146428,0.011918,dws,1,2
329,-0.485777,0.1217359999999999,-0.4678279999999999,0.569066,0.252144,-0.264468,dws,1,2
330,-0.2418219999999999,0.159931,-0.108319,0.48751,0.278437,-0.065576,dws,1,2
331,0.721268,-0.502138,0.254975,0.384158,0.2114059999999999,-0.040565,dws,1,2
332,1.7306119999999998,-1.359255,0.337899,0.179416,0.020046,-0.444813,dws,1,2
333,1.359152,-1.124925,0.135246,0.235807,-0.159156,-0.242756,dws,1,2
334,1.273651,-0.614746,-0.0347839999999999,0.16931,-0.337777,-0.081844,dws,1,2
335,2.053096,-0.756846,-0.0729539999999999,0.163092,-0.355279,-0.103965,dws,1,2
336,2.87569,-0.654643,0.028801,0.136249,-0.120031,-0.0111799999999999,dws,1,2
337,3.3585,-1.165821,0.104399,0.06539,-0.0812789999999999,0.215967,dws,1,2
338,4.617771,-2.535827,0.091445,-0.1639779999999999,0.196916,0.225776,dws,1,2
339,5.136969000000001,-2.501674,0.6900270000000001,0.000154,0.508097,-0.136674,dws,1,2
340,3.784952,-2.394301,0.851361,0.040675,0.674868,-0.184746,dws,1,2
341,2.334178,-2.465482,0.729156,-0.001215,0.37046,0.168098,dws,1,2
342,2.402042,-2.488479,0.56088,0.0404389999999999,0.077575,-0.036321,dws,1,2
343,1.89147,-2.434517,0.030611,0.006953,-0.001971,0.0802659999999999,dws,1,2
344,0.755093,-1.879192,0.13733,-0.04421,-0.032772,0.191225,dws,1,2
345,-0.335432,-1.347391,0.226239,-0.1483809999999999,-0.2147239999999999,0.1464089999999999,dws,1,2
346,-1.364864,-1.017141,0.049846,-0.121071,-0.227104,0.034031,dws,1,2
347,-1.97668,-0.682515,0.015234,-0.164771,-0.350177,0.137546,dws,1,2
348,-2.329929,-0.820267,0.137925,-0.08775,-0.543925,0.186747,dws,1,2
349,-2.563401,-0.912559,0.2432349999999999,-0.060591,-0.61159,0.114541,dws,1,2
350,-2.803313,-1.031387,0.330373,-0.02858,-0.661696,0.036531,dws,1,2
351,-3.0603,-1.237161,0.330979,0.147395,-0.707613,-0.180019,dws,1,2
352,-3.08052,-1.324376,-0.484104,0.390117,-0.384231,-0.46098,dws,1,2
353,-2.823408,-0.944811,-1.054294,0.369587,0.506062,-0.7419180000000001,dws,1,2
354,-0.993731,-0.375807,0.251375,0.14547,1.304627,-0.253882,dws,1,2
355,1.594386,-1.31361,1.026956,0.086183,1.012615,-0.146168,dws,1,2
356,0.601739,-1.412193,1.498712,0.0535029999999999,0.046939,-0.992377,dws,1,2
357,0.079874,1.876956,1.2579790000000002,0.333468,-0.373712,-0.176165,dws,1,2
358,-0.207203,3.275082,0.055637,-0.194701,-0.010894,0.845082,dws,1,2
359,-0.266455,2.792754,-1.017722,-0.6851689999999999,0.170646,0.758127,dws,1,2
360,-0.0461899999999999,-0.46831,-0.346502,-1.570623,0.398938,0.313663,dws,1,2
361,0.880545,-1.257755,-0.332609,-0.1216599999999999,0.294769,0.68235,dws,1,2
362,-0.08273,-0.326464,-0.622542,0.058017,0.556203,0.62665,dws,1,2
363,-0.043451,-0.907552,0.269374,0.332912,0.6567310000000001,0.320636,dws,1,2
364,0.944884,1.404886,1.078754,1.387213,1.012256,-1.354262,dws,1,2
365,-1.775254,-0.418045,0.568571,0.80586,0.325653,0.134512,dws,1,2
366,-1.941579,-0.4417729999999999,0.51937,0.339877,0.099254,0.697427,dws,1,2
367,-1.284977,-0.947505,0.14859,0.132676,0.2561219999999999,-0.068254,dws,1,2
368,-1.13591,-1.657991,-0.259656,0.06498,0.301003,-0.2340159999999999,dws,1,2
369,-1.316798,-1.7938,-0.505368,0.000525,0.189907,-0.022163,dws,1,2
370,-1.112881,-1.7393189999999998,-0.7197939999999999,0.018545,0.006565,0.083952,dws,1,2
371,-1.086993,-1.7296080000000005,-0.773037,0.029748,-0.032224,0.010317,dws,1,2
372,-1.14494,-1.738193,-0.707201,0.08465,-0.083857,-0.051834,dws,1,2
373,-1.161976,-1.689297,-0.665722,0.203241,-0.108898,-0.109464,dws,1,2
374,-1.134199,-1.623577,-0.607928,0.235402,-0.098371,-0.152077,dws,1,2
375,-1.231814,-1.394641,-0.498876,0.301717,-0.046562,-0.269267,dws,1,2
376,-1.150454,-1.166562,-0.330889,0.398427,-0.053358,-0.251302,dws,1,2
377,-0.5897399999999999,-0.789307,-0.3210469999999999,0.417801,-0.05839,-0.244995,dws,1,2
378,0.064035,-0.909551,-0.387897,0.380706,0.003871,-0.228559,dws,1,2
379,0.646367,-1.045319,-0.2405139999999999,0.2746119999999999,-0.050143,-0.261522,dws,1,2
380,1.392215,-1.184478,0.08,0.253573,0.049255,-0.259392,dws,1,2
381,2.4395,-0.825609,0.535509,0.15185,0.25758,-0.071518,dws,1,2
382,3.148205,-0.294234,0.769446,0.10502,0.321862,-0.07034,dws,1,2
383,3.600281,0.229982,0.8851629999999999,0.0289529999999999,0.3402969999999999,-0.197544,dws,1,2
384,3.245946,0.311626,0.7554649999999999,-0.058146,0.5078010000000001,0.411102,dws,1,2
385,2.510842,0.364982,0.570801,-0.122691,0.5169159999999999,0.5606720000000001,dws,1,2
386,1.747483,-0.762267,0.746375,-0.1334769999999999,0.507831,0.645871,dws,1,2
387,1.744914,-1.65854,1.374551,0.380423,0.408622,0.541164,dws,1,2
388,2.000184,-0.4932399999999999,2.245442,0.749599,0.652856,-0.382178,dws,1,2
389,1.55744,-1.7558599999999998,2.163851,0.5100520000000001,0.578346,-0.384785,dws,1,2
390,1.844616,-3.375249,1.691509,-0.047527,0.043102,0.320815,dws,1,2
391,1.907741,-3.2862940000000003,1.502761,-0.2457119999999999,-0.153045,0.4350979999999999,dws,1,2
392,1.346998,-3.201195,1.486985,-0.333074,-0.203848,0.4277289999999999,dws,1,2
393,0.861914,-3.062438,1.3071620000000002,-0.260978,-0.4063989999999999,0.361523,dws,1,2
394,0.475575,-2.806785,1.112924,-0.150148,-0.4264,0.325435,dws,1,2
395,-0.009198,-2.576504,0.955419,-0.104566,-0.418566,0.306602,dws,1,2
396,-0.733692,-2.631459,0.6748270000000001,-0.145473,-0.397464,0.200881,dws,1,2
397,-1.28748,-2.45051,0.39299,-0.159762,-0.431263,0.069756,dws,1,2
398,-1.839847,-2.128135,0.174006,-0.104816,-0.407479,-0.000767,dws,1,2
399,-2.4653,-1.862328,-0.220605,0.116848,-0.175288,-0.150335,dws,1,2
400,-2.455857,-1.477795,-0.7530060000000001,0.266653,-0.041841,-0.177995,dws,1,2
401,-1.397624,-1.225984,-0.706413,0.335714,0.065436,-0.249069,dws,1,2
402,0.8288399999999999,-1.208886,0.54505,0.431738,0.892389,-0.309444,dws,1,2
403,2.001686,-2.479578,1.346423,0.370952,0.664365,-0.47436,dws,1,2
404,1.7703369999999998,-1.106233,1.495803,0.267675,0.136225,-0.01092,dws,1,2
405,-0.591517,1.22575,1.388723,0.034718,-0.5414,0.758604,dws,1,2
406,-2.185261,1.36756,-0.189673,-0.4651399999999999,-0.547004,0.6399590000000001,dws,1,2
407,-1.081336,0.325574,-1.640886,-1.015135,-0.021089,0.426041,dws,1,2
408,-0.688411,-1.297024,-1.669177,-1.031224,0.4986399999999999,0.463174,dws,1,2
409,-0.6744829999999999,-2.6677,-0.434595,-0.373824,0.3597889999999999,0.7739779999999999,dws,1,2
410,-0.092435,-3.841898000000001,-0.074375,0.326297,0.30872,0.470751,dws,1,2
411,0.097219,-3.3306440000000004,-0.218984,0.782378,0.26137,-0.621334,dws,1,2
412,-0.849462,-1.658304,0.1034079999999999,0.44518,0.214889,-0.4632479999999999,dws,1,2
413,-1.271287,-1.237151,0.376591,0.1136359999999999,0.2351619999999999,0.2375659999999999,dws,1,2
414,-1.178638,-1.785945,0.340554,-0.026372,0.047836,0.479533,dws,1,2
415,-1.109219,-1.97286,0.137248,-0.025428,-0.129122,0.367588,dws,1,2
416,-1.030576,-1.987309,-0.046987,-0.031734,-0.130044,0.179368,dws,1,2
417,-0.828887,-2.071785,-0.1416099999999999,-0.053563,-0.0822789999999999,0.028137,dws,1,2
418,-0.611825,-1.880066,-0.05595,-0.062372,-0.075934,-0.074538,dws,1,2
419,-0.533831,-1.631011,-0.0685429999999999,0.006474,-0.144495,-0.120714,dws,1,2
420,-0.579412,-1.4047040000000002,-0.146063,0.034131,-0.227323,-0.073046,dws,1,2
421,-0.560314,-0.996597,-0.189182,0.027601,-0.285341,0.080097,dws,1,2
422,-0.688864,-0.492967,-0.282592,0.031725,-0.253781,0.08299,dws,1,2
423,-0.885725,-0.446202,-0.351325,0.016401,-0.132621,0.068349,dws,1,2
424,-0.928138,-0.625021,-0.351392,0.062109,0.038508,-0.006111,dws,1,2
425,-0.794622,-0.556381,-0.316364,0.258102,0.20524,-0.132459,dws,1,2
426,-0.479337,-0.405259,-0.286582,0.341351,0.163464,-0.192273,dws,1,2
427,-0.08325,-0.474188,-0.175836,0.355139,0.137688,-0.220205,dws,1,2
428,0.293321,-0.6462439999999999,-0.0992779999999999,0.334789,0.100546,-0.213148,dws,1,2
429,0.6716840000000001,-0.621374,0.0133599999999999,0.2226909999999999,0.087103,-0.159053,dws,1,2
430,1.146727,-0.699059,0.1139859999999999,0.178412,0.085143,-0.152739,dws,1,2
431,1.742754,-0.508351,0.390301,0.069628,0.378133,-0.14986,dws,1,2
432,2.222911,0.083025,0.735796,0.055295,0.590007,0.056187,dws,1,2
433,2.294312,-0.054055,0.855043,0.034752,0.444029,0.039206,dws,1,2
434,2.558438,-0.179522,0.833548,0.000986,0.1970839999999999,0.076785,dws,1,2
435,2.691559,0.063723,0.8939870000000001,-0.047182,0.093322,0.1710799999999999,dws,1,2
436,2.5521540000000003,0.265056,1.015601,-0.101577,0.247443,0.236826,dws,1,2
437,2.176708,-0.091001,0.8724290000000001,-0.118218,0.385531,0.369568,dws,1,2
438,1.510541,-1.006402,0.999272,0.020058,0.42701,0.507011,dws,1,2
439,1.578185,-0.959351,1.428041,0.189421,0.421375,0.368759,dws,1,2
440,1.555381,-0.8746389999999999,1.841175,0.156904,0.340159,0.1345849999999999,dws,1,2
441,1.521288,-1.88613,2.00674,-0.137674,0.183301,0.302643,dws,1,2
442,1.614473,-3.175762,1.822104,-0.254113,0.051583,0.447496,dws,1,2
443,1.588116,-3.731132,1.669876,-0.303791,0.011941,0.481695,dws,1,2
444,1.145577,-3.523674,1.588539,-0.263518,-0.27439,0.390334,dws,1,2
445,0.48888,-2.996071,1.28631,-0.2580699999999999,-0.457012,0.301964,dws,1,2
446,-0.06191,-2.442057,0.947399,-0.260811,-0.49667,0.284654,dws,1,2
447,-0.4473979999999999,-1.941726,0.570188,-0.288931,-0.603979,0.239916,dws,1,2
448,-0.61762,-1.560133,0.129471,-0.24866,-0.592537,0.224153,dws,1,2
449,-0.818692,-1.2652450000000002,-0.1799599999999999,-0.185881,-0.5820270000000001,0.228899,dws,1,2
450,-1.054373,-0.992938,-0.40735,-0.080661,-0.536628,0.21635,dws,1,2
451,-1.32031,-0.624315,-0.452408,-0.03327,-0.4562199999999999,0.16224,dws,1,2
452,-1.592471,-0.345698,-0.6277189999999999,-0.003254,-0.411931,0.118148,dws,1,2
453,-1.620063,-0.429399,-0.983522,-0.035722,-0.273005,-0.0223949999999999,dws,1,2
